"timestamp","locality","zone_type","water_demand","area_km2","population","population_density","residential_pct","commercial_pct","industrial_pct","storage_capacity_mld","pipeline_age_years","distribution_efficiency","temperature_c","humidity_pct","rainfall_mm","wind_speed_kmh","is_rain_event","is_holiday","is_weekend","festival_period","hour","minute","day_of_week","month","year","water_supply_hours","lag_1","lag_4","lag_96","lag_672","rolling_mean_4","rolling_mean_96","rolling_mean_672","rolling_sd_96","rolling_sd_672","hour_sin","hour_cos","dow_sin","dow_cos","month_sin","month_cos","temperature_humidity_index","heavy_rain_event","high_wind_event","high_temperature_event","storage_per_1000_people","supply_efficiency_index","infrastructure_stress","land_use_total_pct","dominant_land_use"
2025-10-02,"Zone_A","Residential",0.853758,10.5,72000,6857.143,82,13,5,24,11,0.91,25.281,68.293,0,9.601,0,0,0,0,2,30,4,10,2025,10.281,0.869855,0.865692,0.767889,0.832171,0.841484,1.377015375,1.42900979910714,0.367549191596395,0.643623470114307,0.5,0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.26515333,0,0,0,0.333333333333333,9.35571,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",0.799765,10.5,72000,6857.143,82,13,5,24,11,0.91,23.967,69.955,0,11.503,0,0,0,0,2,45,4,10,2025,10.045,0.853758,0.778806,0.855932,0.850151,0.8385005,1.37790984375,1.42904192261905,0.366153049905503,0.643594175291754,0.5,0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,16.76611485,0,0,0,0.333333333333333,9.14095,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",0.821442,10.5,72000,6857.143,82,13,5,24,11,0.91,24.884,74.859,0,14.377,0,0,0,0,3,0,4,10,2025,9.926,0.799765,0.851583,0.860789,0.794544,0.84374025,1.37732477083333,1.42896694345238,0.367039694467892,0.643664648136786,0.707106781186547,0.707106781186548,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,18.62791356,0,0,0,0.333333333333333,9.03266,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",0.851432,10.5,72000,6857.143,82,13,5,24,11,0.91,25.898,93.316,11.109,11.434,1,0,0,0,3,15,4,10,2025,10.367,0.821442,0.869855,0.861856,0.793344,0.836205,1.37691490625,1.4290069702381,0.367644040806495,0.643625972432254,0.707106781186547,0.707106781186548,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,24.16697768,1,0,0,0.333333333333333,9.43397,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",0.870786,10.5,72000,6857.143,82,13,5,24,11,0.91,25.716,69.781,0,12.099,0,0,0,0,3,30,4,10,2025,9.67,0.851432,0.853758,0.827947,0.812885,0.83159925,1.37680632291667,1.42909341071429,0.3677992708606,0.64354436968058,0.707106781186547,0.707106781186548,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.94488196,0,0,0,0.333333333333333,8.7997,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",0.928368,10.5,72000,6857.143,82,13,5,24,11,0.91,20.858,74.771,0,10.934,0,0,0,0,3,45,4,10,2025,9.988,0.870786,0.799765,0.953959,0.851059,0.83585625,1.3772525625,1.42917957291667,0.367151764701503,0.643465615728371,0.707106781186547,0.707106781186548,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.59573518,0,0,0,0.333333333333333,9.08908,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",0.973495,10.5,72000,6857.143,82,13,5,24,11,0.91,24.48,79.174,3.274,12.937,1,0,0,0,4,0,4,10,2025,9.767,0.928368,0.821442,1.015363,1.000532,0.868007,1.37698598958333,1.42929461607143,0.367471485886356,0.643369005026637,0.866025403784439,0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,19.3817952,0,0,0,0.333333333333333,8.88797,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.026204,10.5,72000,6857.143,82,13,5,24,11,0.91,22.91,74.55,0,18.476,0,0,0,0,4,15,4,10,2025,9.391,0.973495,0.851432,0.960057,1.139385,0.90602025,1.37654986458333,1.42925438244048,0.367929746750271,0.643396702818084,0.866025403784439,0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.079405,0,0,0,0.333333333333333,8.54581,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.262176,10.5,72000,6857.143,82,13,5,24,11,0.91,23.771,80.177,9.876,12.89,1,0,0,0,4,30,4,10,2025,9.928,1.026204,0.870786,1.129909,1.210164,0.94971325,1.37723889583333,1.42908595833333,0.367202779241933,0.643487503458317,0.866025403784439,0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,19.05887467,1,0,0,0.333333333333333,9.03448,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.168939,10.5,72000,6857.143,82,13,5,24,11,0.91,21.449,82.724,5.535,11.5,1,0,0,0,4,45,4,10,2025,9.745,1.262176,0.928368,1.275186,1.154162,1.04756075,1.37861667708333,1.42916335714286,0.366512495091332,0.643464259824409,0.866025403784439,0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.74347076,1,0,0,0.333333333333333,8.86795,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.304528,10.5,72000,6857.143,82,13,5,24,11,0.91,22.381,81.947,0,11.426,0,0,0,0,5,0,4,10,2025,10.229,1.168939,0.973495,1.449765,1.276243,1.1077035,1.3775099375,1.42918534672619,0.366988212861934,0.643455100420061,0.965925826289068,0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,18.34055807,0,0,0,0.333333333333333,9.30839,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.293981,10.5,72000,6857.143,82,13,5,24,11,0.91,20.793,59.402,0,19.59,0,0,0,0,5,15,4,10,2025,10.386,1.304528,1.026204,1.422607,1.513527,1.19046175,1.37599705208333,1.4292274375,0.366986575665374,0.643446006035486,0.965925826289068,0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,12.35145786,0,0,0,0.333333333333333,9.45126,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.472951,10.5,72000,6857.143,82,13,5,24,11,0.91,22.033,71.153,0,17.542,0,0,0,0,5,30,4,10,2025,9.549,1.293981,1.262176,1.705217,1.531588,1.257406,1.37465719791667,1.42890073214286,0.367049412186873,0.643458876083187,0.965925826289068,0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.67714049,0,0,0,0.333333333333333,8.68959,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.779097,10.5,72000,6857.143,82,13,5,24,11,0.91,23.129,70.973,0,15.691,0,0,0,0,5,45,4,10,2025,9.557,1.472951,1.168939,1.991397,1.853003,1.31009975,1.37223776041667,1.42881347470238,0.365610242276252,0.643448905944646,0.965925826289068,0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,16.41534517,0,0,0,0.333333333333333,8.69687,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.608812,10.5,72000,6857.143,82,13,5,24,11,0.91,22.795,67.526,18.742,15.163,1,0,0,0,6,0,4,10,2025,9.836,1.779097,1.304528,1.860297,1.776952,1.46263925,1.37002630208333,1.42870349553571,0.362454170804825,0.64338260748054,1,6.12303176911189e-17,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.3925517,1,0,0,0.333333333333333,8.95076,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",2.072645,10.5,72000,6857.143,82,13,5,24,11,0.91,24.713,70.525,0,11.299,0,0,0,0,6,15,4,10,2025,9.799,1.608812,1.293981,1.985327,1.95666,1.53871025,1.36740666666667,1.42845328720238,0.359772324452611,0.643279659686182,1,6.12303176911189e-17,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.42884325,0,0,0,0.333333333333333,8.91709,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",2.025617,10.5,72000,6857.143,82,13,5,24,11,0.91,21.412,72.954,0,14.655,0,0,0,0,6,30,4,10,2025,10.224,2.072645,1.472951,1.781273,2.016867,1.73337625,1.36831622916667,1.42862588392857,0.361457401789084,0.643437133238357,1,6.12303176911189e-17,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.62091048,0,0,0,0.333333333333333,9.30384,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.699727,10.5,72000,6857.143,82,13,5,24,11,0.91,20.884,73.989,0,16.125,0,0,0,0,6,45,4,10,2025,10.553,2.025617,1.779097,1.811739,1.815336,1.87154275,1.37086147916667,1.4286389047619,0.365236436132253,0.64344914326707,1,6.12303176911189e-17,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.45186276,0,0,0,0.333333333333333,9.60323,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.797861,10.5,72000,6857.143,82,13,5,24,11,0.91,23.525,85.053,2.702,11.496,1,0,0,0,7,0,4,10,2025,10.034,1.699727,1.608812,1.722728,1.685885,1.85170025,1.3696946875,1.42846686755952,0.36398996522048,0.643361048057166,0.965925826289068,-0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,20.00871825,0,0,0,0.333333333333333,9.13094,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.801797,10.5,72000,6857.143,82,13,5,24,11,0.91,19.743,86.852,17.935,12.528,1,0,0,0,7,15,4,10,2025,9.727,1.797861,2.072645,1.740025,1.96521,1.8989625,1.37047732291667,1.4286334985119,0.364836821114562,0.643442314688997,0.965925826289068,-0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.14719036,1,0,0,0.333333333333333,8.85157,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.60952,10.5,72000,6857.143,82,13,5,24,11,0.91,21.991,68.641,0,16.905,0,0,0,0,7,30,4,10,2025,9.944,1.801797,2.025617,1.705699,2.033194,1.8312505,1.37112078125,1.42839032440476,0.365549226354369,0.643270081849608,0.965925826289068,-0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.09484231,0,0,0,0.333333333333333,9.04904,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",2.017985,10.5,72000,6857.143,82,13,5,24,11,0.91,22.337,73.92,11.152,15.471,1,0,0,0,7,45,4,10,2025,10.614,1.60952,1.699727,1.724147,1.856099,1.72722625,1.37011891666667,1.42775985714286,0.364753525275578,0.642883936971199,0.965925826289068,-0.258819045102521,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,16.5115104,1,0,0,0.333333333333333,9.65874,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",2.090642,10.5,72000,6857.143,82,13,5,24,11,0.91,18.953,68.606,0,12.909,0,0,0,0,8,0,4,10,2025,10.091,2.017985,1.797861,2.052902,1.835733,1.80679075,1.37317972916667,1.42800075892857,0.368964168053627,0.643074986245547,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,13.00289518,0,0,0,0.333333333333333,9.18281,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",2.005815,10.5,72000,6857.143,82,13,5,24,11,0.91,20.426,78.678,0,10.342,0,0,0,0,8,15,4,10,2025,10.528,2.090642,1.801797,1.881064,1.516133,1.879986,1.37357285416667,1.42838008779762,0.369715364945264,0.64339095618022,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,16.07076828,0,0,0,0.333333333333333,9.58048,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.971351,10.5,72000,6857.143,82,13,5,24,11,0.91,20.121,74.045,0,11.329,0,0,0,0,8,30,4,10,2025,10.447,2.005815,1.60952,1.790457,1.568947,1.9309905,1.37487234375,1.42910878125,0.371731632222716,0.643767684108785,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,14.89859445,0,0,0,0.333333333333333,9.50677,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.961257,10.5,72000,6857.143,82,13,5,24,11,0.91,22.802,63.697,0,11.45,0,0,0,0,8,45,4,10,2025,9.428,1.971351,2.017985,1.735086,1.513256,2.02144825,1.37675665625,1.42970759672619,0.374309946540897,0.644085026230471,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,14.52418994,0,0,0,0.333333333333333,8.57948,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.762466,10.5,72000,6857.143,82,13,5,24,11,0.91,21.091,76.803,0,14.854,0,0,0,0,9,0,4,10,2025,10.42,1.961257,2.090642,1.499153,1.278726,2.00726625,1.37911260416667,1.43037426488095,0.377288969438587,0.644403408706113,0.707106781186548,-0.707106781186547,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,16.19852073,0,0,0,0.333333333333333,9.4822,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.625115,10.5,72000,6857.143,82,13,5,24,11,0.91,21.625,72.585,0,16.869,0,0,0,0,9,15,4,10,2025,9.62,1.762466,2.005815,1.769917,0.968458,1.92522225,1.38185544791667,1.43109411607143,0.379123500455177,0.644503933441313,0.707106781186548,-0.707106781186547,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.69650625,0,0,0,0.333333333333333,8.7542,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.553374,10.5,72000,6857.143,82,13,5,24,11,0.91,20.094,72.47,0,9.671,0,0,0,0,9,30,4,10,2025,9.767,1.625115,1.971351,1.676509,1.32761,1.83004725,1.38034709375,1.43207128422619,0.377849242361166,0.644299224358721,0.707106781186548,-0.707106781186547,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,14.5621218,0,0,0,0.333333333333333,8.88797,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.593327,10.5,72000,6857.143,82,13,5,24,11,0.91,21.166,75.997,0,12.32,0,0,0,0,9,45,4,10,2025,10.413,1.553374,1.961257,1.80773,2.603984,1.725553,1.3790644375,1.43240724255952,0.377041436243337,0.644303533999723,0.707106781186548,-0.707106781186547,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,16.08552502,0,0,0,0.333333333333333,9.47583,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.571669,10.5,72000,6857.143,82,13,5,24,11,0.91,21.313,66.088,0,10.139,0,0,0,0,10,0,4,10,2025,10.491,1.593327,1.762466,1.56497,3.927041,1.6335705,1.37683107291667,1.43090328869048,0.375105580679002,0.642742389126742,0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,14.08533544,0,0,0,0.333333333333333,9.54681,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.630001,10.5,72000,6857.143,82,13,5,24,11,0.91,22.138,85.741,27.137,10.333,1,0,0,0,10,15,4,10,2025,10.354,1.571669,1.625115,1.672763,4.294122,1.58587125,1.37690085416667,1.42739827083333,0.37514157014529,0.635491390719513,0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,18.98134258,1,0,0,0.333333333333333,9.42214,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.607705,10.5,72000,6857.143,82,13,5,24,11,0.91,22.185,70.81,0,11.957,0,0,0,0,10,30,4,10,2025,10.63,1.630001,1.553374,1.644081,1.288043,1.58709275,1.37645541666667,1.42343380505952,0.374811812479379,0.625817220191665,0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.7091985,0,0,0,0.333333333333333,9.6733,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.452676,10.5,72000,6857.143,82,13,5,24,11,0.91,24.482,71.036,0,16.669,0,0,0,0,10,45,4,10,2025,9.976,1.607705,1.593327,1.61655,1.183443,1.6006755,1.3760765,1.42390949255952,0.374556708333886,0.6258356436921,0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.39103352,0,0,0,0.333333333333333,9.07816,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.30462,10.5,72000,6857.143,82,13,5,24,11,0.91,23.727,61.942,0,17.705,0,0,0,0,11,0,4,10,2025,10.582,1.452676,1.571669,1.436835,1.462714,1.56551275,1.37436947916667,1.42431013690476,0.373821930305804,0.625767648057557,0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,14.69697834,0,0,0,0.333333333333333,9.62962,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.241387,10.5,72000,6857.143,82,13,5,24,11,0.91,20.956,74.304,0,15.071,0,0,0,0,11,15,4,10,2025,10.243,1.30462,1.630001,1.349823,1.418262,1.4987505,1.37299223958333,1.42407487797619,0.373832925483641,0.625782906244376,0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.57114624,0,0,0,0.333333333333333,9.32113,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.448777,10.5,72000,6857.143,82,13,5,24,11,0.91,24.511,70.971,0,10.429,0,0,0,0,11,30,4,10,2025,9.616,1.241387,1.607705,1.760665,1.872961,1.401597,1.37186269791667,1.42381167113095,0.374067415527289,0.625822550726068,0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.39570181,0,0,0,0.333333333333333,8.75056,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.248718,10.5,72000,6857.143,82,13,5,24,11,0.91,24.559,73.988,0,11.941,0,0,0,0,11,45,4,10,2025,10.117,1.448777,1.452676,1.4795,1.289621,1.361865,1.36861386458333,1.42318044494048,0.372003767478931,0.625582725429983,0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,18.17071292,0,0,0,0.333333333333333,9.20647,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.379146,10.5,72000,6857.143,82,13,5,24,11,0.91,23.807,66.267,0,7.364,0,0,0,0,12,0,4,10,2025,9.682,1.248718,1.30462,1.516732,1.46892,1.3108755,1.36620988541667,1.42311957738095,0.372025335511833,0.625597729477924,1.22460635382238e-16,-1,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.77618469,0,0,0,0.333333333333333,8.81062,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.308877,10.5,72000,6857.143,82,13,5,24,11,0.91,25.139,71.26,0,9.629,0,0,0,0,12,15,4,10,2025,10.503,1.379146,1.241387,1.405863,1.343499,1.329507,1.36477669791667,1.42298598511905,0.37170424044283,0.6255975198467,1.22460635382238e-16,-1,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.9140514,0,0,0,0.333333333333333,9.55773,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.281134,10.5,72000,6857.143,82,13,5,24,11,0.91,25.638,94.361,7.297,9.781,1,0,0,0,12,30,4,10,2025,9.906,1.308877,1.448777,1.185843,1.309955,1.3463795,1.36376642708333,1.42293446428571,0.371723195464235,0.62560550131087,1.22460635382238e-16,-1,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,24.19227318,1,0,0,0.333333333333333,9.01446,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.270407,10.5,72000,6857.143,82,13,5,24,11,0.91,23.857,66.641,0,7.138,0,0,0,0,12,45,4,10,2025,10.491,1.281134,1.248718,1.26068,1.387872,1.30446875,1.36475904166667,1.42289157589286,0.371370144752018,0.62561424601326,1.22460635382238e-16,-1,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,15.89854337,0,0,0,0.333333333333333,9.54681,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.234735,10.5,72000,6857.143,82,13,5,24,11,0.91,23.226,74.871,0,8.766,0,0,0,0,13,0,4,10,2025,10.021,1.270407,1.379146,1.369929,1.240238,1.309891,1.36486036458333,1.42271677678571,0.371342775322949,0.625640454749078,-0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,17.38953846,0,0,0,0.333333333333333,9.11911,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.296624,10.5,72000,6857.143,82,13,5,24,11,0.91,25.623,72.729,0,10.946,0,0,0,0,13,15,4,10,2025,9.367,1.234735,1.308877,1.233384,1.082418,1.27378825,1.36345209375,1.42270858779762,0.371579628417413,0.625642882777143,-0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,18.63535167,0,0,0,0.333333333333333,8.52397,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.260189,10.5,72000,6857.143,82,13,5,24,11,0.91,24.225,79.722,0,8.872,0,0,0,0,13,30,4,10,2025,10.698,1.296624,1.281134,1.264373,1.264673,1.270725,1.36411084375,1.42302734672619,0.371402626609206,0.625523806267945,-0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,19.3126545,0,0,0,0.333333333333333,9.73518,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.319046,10.5,72000,6857.143,82,13,5,24,11,0.91,25.781,81.672,8.492,4.955,1,0,0,0,13,45,4,10,2025,9.573,1.260189,1.270407,1.301809,1.496867,1.26548875,1.36406726041667,1.42302067410714,0.371414699135764,0.625525521904475,-0.258819045102521,-0.965925826289068,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,21.05585832,1,0,0,0.333333333333333,8.71143,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.277575,10.5,72000,6857.143,82,13,5,24,11,0.91,24.48,80.57,22.859,9.563,1,0,0,0,14,0,4,10,2025,9.536,1.319046,1.234735,1.257663,1.40702,1.2776485,1.3642468125,1.42275605952381,0.37138845045813,0.62553184787852,-0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,19.723536,1,0,0,0.333333333333333,8.67776,0.99,100,"Residential"
2025-10-02,"Zone_A","Residential",1.226208,10.5,72000,6857.143,82,13,5,24,11,0.91,27.156,73.285,0,9.018,0,0,0,0,14,15,4,10,2025,10,1.277575,1.296624,1.364252,1.523147,1.2883585,1.36445422916667,1.42256343303571,0.371333854206908,0.625556631045225,-0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,-1,-1.83690953073357e-16,19.9012746,0,0,0,0.333333333333333,9.1,0.99,100,"Residential"
