timestamp,value
2024-01-02T21:15:00+00:00,2.593678
2024-01-02T21:30:00+00:00,2.39523
2024-01-02T21:45:00+00:00,2.170501
2024-01-02T22:00:00+00:00,2.304326
2024-01-02T22:15:00+00:00,2.240789
2024-01-02T22:30:00+00:00,1.874156
2024-01-02T22:45:00+00:00,1.366705
2024-01-02T23:00:00+00:00,1.200328
2024-01-02T23:15:00+00:00,1.480396
2024-01-02T23:30:00+00:00,1.415413
2024-01-02T23:45:00+00:00,1.208526
2024-01-03T00:00:00+00:00,1.233121
2024-01-03T00:15:00+00:00,1.189357
2024-01-03T00:30:00+00:00,1.133898
2024-01-03T00:45:00+00:00,0.784264
2024-01-03T01:00:00+00:00,0.948471
2024-01-03T01:15:00+00:00,0.860701
2024-01-03T01:30:00+00:00,0.891204
2024-01-03T01:45:00+00:00,0.899281
2024-01-03T02:00:00+00:00,0.644411
2024-01-03T02:15:00+00:00,1.301601
2024-01-03T02:30:00+00:00,0.789328
2024-01-03T02:45:00+00:00,0.782094
2024-01-03T03:00:00+00:00,0.59498
2024-01-03T03:15:00+00:00,0.816696
2024-01-03T03:30:00+00:00,1.158131
2024-01-03T03:45:00+00:00,0.821398
2024-01-03T04:00:00+00:00,1.242646
2024-01-03T04:15:00+00:00,0.943769
2024-01-03T04:30:00+00:00,1.019965
2024-01-03T04:45:00+00:00,2.049937
2024-01-03T05:00:00+00:00,1.418789
2024-01-03T05:15:00+00:00,1.892361
2024-01-03T05:30:00+00:00,2.593798
2024-01-03T05:45:00+00:00,2.458647
2024-01-03T06:00:00+00:00,3.674769
2024-01-03T06:15:00+00:00,3.199267
2024-01-03T06:30:00+00:00,3.659939
2024-01-03T06:45:00+00:00,3.607976
2024-01-03T07:00:00+00:00,4.029466
2024-01-03T07:15:00+00:00,4.373071
2024-01-03T07:30:00+00:00,3.889854
2024-01-03T07:45:00+00:00,4.374638
2024-01-03T08:00:00+00:00,6.098211
2024-01-03T08:15:00+00:00,5.741705
2024-01-03T08:30:00+00:00,5.62922
2024-01-03T08:45:00+00:00,5.489366
2024-01-03T09:00:00+00:00,6.059269
2024-01-03T09:15:00+00:00,5.842496
2024-01-03T09:30:00+00:00,5.028573
2024-01-03T09:45:00+00:00,5.536868
2024-01-03T10:00:00+00:00,5.844305
2024-01-03T10:15:00+00:00,5.27621
2024-01-03T10:30:00+00:00,4.532576
2024-01-03T10:45:00+00:00,4.181014
2024-01-03T11:00:00+00:00,4.19729
2024-01-03T11:15:00+00:00,5.028815
2024-01-03T11:30:00+00:00,5.621383
2024-01-03T11:45:00+00:00,4.118924
2024-01-03T12:00:00+00:00,3.456428
2024-01-03T12:15:00+00:00,4.149908
2024-01-03T12:30:00+00:00,4.303144
2024-01-03T12:45:00+00:00,3.40109
2024-01-03T13:00:00+00:00,3.555773
2024-01-03T13:15:00+00:00,4.155093
2024-01-03T13:30:00+00:00,3.830657
2024-01-03T13:45:00+00:00,4.377773
2024-01-03T14:00:00+00:00,3.307051
2024-01-03T14:15:00+00:00,3.148751
2024-01-03T14:30:00+00:00,3.174793
2024-01-03T14:45:00+00:00,3.249783
2024-01-03T15:00:00+00:00,3.663195
2024-01-03T15:15:00+00:00,4.626977
2024-01-03T15:30:00+00:00,3.760851
2024-01-03T15:45:00+00:00,2.871938
2024-01-03T16:00:00+00:00,3.873216
2024-01-03T16:15:00+00:00,4.198737
2024-01-03T16:30:00+00:00,3.269314
2024-01-03T16:45:00+00:00,3.576992
2024-01-03T17:00:00+00:00,3.905526
2024-01-03T17:15:00+00:00,4.281684
2024-01-03T17:30:00+00:00,5.16903
2024-01-03T17:45:00+00:00,3.271123
2024-01-03T18:00:00+00:00,4.260586
2024-01-03T18:15:00+00:00,3.043138
2024-01-03T18:30:00+00:00,4.193914
2024-01-03T18:45:00+00:00,4.228033
2024-01-03T19:00:00+00:00,2.768133
2024-01-03T19:15:00+00:00,2.684824
2024-01-03T19:30:00+00:00,3.04796
2024-01-03T19:45:00+00:00,2.319035
2024-01-03T20:00:00+00:00,2.53858
2024-01-03T20:15:00+00:00,2.629726
2024-01-03T20:30:00+00:00,2.51073
2024-01-03T20:45:00+00:00,2.610074
2024-01-03T21:00:00+00:00,2.901476
2024-01-03T21:15:00+00:00,2.896653
2024-01-03T21:30:00+00:00,2.629485
2024-01-03T21:45:00+00:00,2.567636
2024-01-03T22:00:00+00:00,2.198471
2024-01-03T22:15:00+00:00,2.37594
2024-01-03T22:30:00+00:00,1.553458
2024-01-03T22:45:00+00:00,2.18533
2024-01-03T23:00:00+00:00,1.789762
2024-01-03T23:15:00+00:00,1.270375
2024-01-03T23:30:00+00:00,1.338855
2024-01-03T23:45:00+00:00,1.12377
2024-01-04T00:00:00+00:00,1.120756
2024-01-04T00:15:00+00:00,0.918933
2024-01-04T00:30:00+00:00,0.84117
2024-01-04T00:45:00+00:00,0.944854
2024-01-04T01:00:00+00:00,0.591604
2024-01-04T01:15:00+00:00,0.625964
2024-01-04T01:30:00+00:00,0.653453
2024-01-04T01:45:00+00:00,0.654056
2024-01-04T02:00:00+00:00,0.577739
2024-01-04T02:15:00+00:00,0.644411
2024-01-04T02:30:00+00:00,0.829837
2024-01-04T02:45:00+00:00,0.845872
2024-01-04T03:00:00+00:00,0.968123
2024-01-04T03:15:00+00:00,0.62934
2024-01-04T03:30:00+00:00,0.810065
2024-01-04T03:45:00+00:00,1.45761
2024-01-04T04:00:00+00:00,1.415413
2024-01-04T04:15:00+00:00,1.3485
2024-01-04T04:30:00+00:00,1.469184
2024-01-04T04:45:00+00:00,1.714892
2024-01-04T05:00:00+00:00,1.97555
2024-01-04T05:15:00+00:00,2.001471
2024-01-04T05:30:00+00:00,2.859037
2024-01-04T05:45:00+00:00,3.586637
2024-01-04T06:00:00+00:00,3.25123
2024-01-04T06:15:00+00:00,3.793523
2024-01-04T06:30:00+00:00,2.779466
2024-01-04T06:45:00+00:00,3.607856
2024-01-04T07:00:00+00:00,4.337143
2024-01-04T07:15:00+00:00,4.705102
2024-01-04T07:30:00+00:00,4.89716
2024-01-04T07:45:00+00:00,4.607205
2024-01-04T08:00:00+00:00,4.37283
2024-01-04T08:15:00+00:00,5.150704
2024-01-04T08:30:00+00:00,6.194059
2024-01-04T08:45:00+00:00,5.642602
2024-01-04T09:00:00+00:00,5.578824
2024-01-04T09:15:00+00:00,5.028694
2024-01-04T09:30:00+00:00,5.102238
2024-01-04T09:45:00+00:00,4.882451
2024-01-04T10:00:00+00:00,4.992887
2024-01-04T10:15:00+00:00,4.625289
2024-01-04T10:30:00+00:00,4.768398
2024-01-04T10:45:00+00:00,4.223332
2024-01-04T11:00:00+00:00,4.91657
2024-01-04T11:15:00+00:00,3.842472
2024-01-04T11:30:00+00:00,4.836757
2024-01-04T11:45:00+00:00,5.103684
2024-01-04T12:00:00+00:00,3.36034
2024-01-04T12:15:00+00:00,3.807991
2024-01-04T12:30:00+00:00,3.681158
2024-01-04T12:45:00+00:00,3.485484
2024-01-04T13:00:00+00:00,3.516831
2024-01-04T13:15:00+00:00,3.16358
2024-01-04T13:30:00+00:00,3.702257
2024-01-04T13:45:00+00:00,3.106433
2024-01-04T14:00:00+00:00,2.978033
2024-01-04T14:15:00+00:00,2.670356
2024-01-04T14:30:00+00:00,3.150439
2024-01-04T14:45:00+00:00,3.415678
2024-01-04T15:00:00+00:00,3.261236
2024-01-04T15:15:00+00:00,3.002387
2024-01-04T15:30:00+00:00,2.974778
2024-01-04T15:45:00+00:00,2.776211
2024-01-04T16:00:00+00:00,3.357084
2024-01-04T16:15:00+00:00,5.320216
2024-01-04T16:30:00+00:00,3.332851
2024-01-04T16:45:00+00:00,3.984013
2024-01-04T17:00:00+00:00,4.055387
2024-01-04T17:15:00+00:00,4.903429
2024-01-04T17:30:00+00:00,4.952257
2024-01-04T17:45:00+00:00,3.830898
2024-01-04T18:00:00+00:00,4.698471
2024-01-04T18:15:00+00:00,3.67284
2024-01-04T18:30:00+00:00,3.847174
2024-01-04T18:45:00+00:00,4.145086
2024-01-04T19:00:00+00:00,3.824388
2024-01-04T19:15:00+00:00,3.043379
2024-01-04T19:30:00+00:00,2.61333
2024-01-04T19:45:00+00:00,2.357856
2024-01-04T20:00:00+00:00,2.175564
2024-01-04T20:15:00+00:00,1.630136
2024-01-04T20:30:00+00:00,2.992501
2024-01-04T20:45:00+00:00,3.785325
2024-01-04T21:00:00+00:00,3.804856
2024-01-04T21:15:00+00:00,2.956573
2024-01-04T21:30:00+00:00,3.262563
2024-01-04T21:45:00+00:00,2.789111
2024-01-04T22:00:00+00:00,2.362437
2024-01-04T22:15:00+00:00,2.431158
2024-01-04T22:30:00+00:00,2.150849
2024-01-04T22:45:00+00:00,1.884042
2024-01-04T23:00:00+00:00,1.781443
2024-01-04T23:15:00+00:00,2.0761
2024-01-04T23:30:00+00:00,1.56684
2024-01-04T23:45:00+00:00,1.669319
2024-01-05T00:00:00+00:00,1.823881
2024-01-05T00:15:00+00:00,1.619044
2024-01-05T00:30:00+00:00,1.830753
2024-01-05T00:45:00+00:00,1.270375
2024-01-05T01:00:00+00:00,1.591315
2024-01-05T01:15:00+00:00,1.254099
2024-01-05T01:30:00+00:00,1.737679
2024-01-05T01:45:00+00:00,1.281829
2024-01-05T02:00:00+00:00,1.494985
2024-01-05T02:15:00+00:00,1.425179
2024-01-05T02:30:00+00:00,1.571542
2024-01-05T02:45:00+00:00,1.159698
2024-01-05T03:00:00+00:00,1.437958
2024-01-05T03:15:00+00:00,1.341869
2024-01-05T03:30:00+00:00,1.972174
2024-01-05T03:45:00+00:00,1.43181
2024-01-05T04:00:00+00:00,1.459539
2024-01-05T04:15:00+00:00,1.462915
2024-01-05T04:30:00+00:00,1.985195
2024-01-05T04:45:00+00:00,2.211372
2024-01-05T05:00:00+00:00,1.765167
2024-01-05T05:15:00+00:00,1.941189
2024-01-05T05:30:00+00:00,3.475839
2024-01-05T05:45:00+00:00,3.847295
2024-01-05T06:00:00+00:00,3.778815
2024-01-05T06:15:00+00:00,3.253159
2024-01-05T06:30:00+00:00,3.235074
2024-01-05T06:45:00+00:00,4.1481
2024-01-05T07:00:00+00:00,3.523341
2024-01-05T07:15:00+00:00,5.023751
2024-01-05T07:30:00+00:00,4.411651
2024-01-05T07:45:00+00:00,5.560981
2024-01-05T08:00:00+00:00,4.822049
2024-01-05T08:15:00+00:00,5.624518
2024-01-05T08:30:00+00:00,4.928024
2024-01-05T08:45:00+00:00,5.727238
2024-01-05T09:00:00+00:00,6.891035
2024-01-05T09:15:00+00:00,5.468268
2024-01-05T09:30:00+00:00,5.020978
2024-01-05T09:45:00+00:00,4.703294
2024-01-05T10:00:00+00:00,4.701727
2024-01-05T10:15:00+00:00,5.238836
2024-01-05T10:30:00+00:00,5.984037
2024-01-05T10:45:00+00:00,4.389347
2024-01-05T11:00:00+00:00,4.364752
2024-01-05T11:15:00+00:00,5.377122
2024-01-05T11:30:00+00:00,5.022425
2024-01-05T11:45:00+00:00,5.261622
2024-01-05T12:00:00+00:00,4.887273
2024-01-05T12:15:00+00:00,4.584418
2024-01-05T12:30:00+00:00,4.40707
2024-01-05T12:45:00+00:00,3.965929
2024-01-05T13:00:00+00:00,4.802638
2024-01-05T13:15:00+00:00,4.086492
2024-01-05T13:30:00+00:00,4.151596
2024-01-05T13:45:00+00:00,4.760441
2024-01-05T14:00:00+00:00,3.676336
2024-01-05T14:15:00+00:00,4.094449
2024-01-05T14:30:00+00:00,4.426601
2024-01-05T14:45:00+00:00,3.192998
2024-01-05T15:00:00+00:00,4.327257
2024-01-05T15:15:00+00:00,3.721909
2024-01-05T15:30:00+00:00,3.593147
2024-01-05T15:45:00+00:00,4.429977
2024-01-05T16:00:00+00:00,3.568914
2024-01-05T16:15:00+00:00,3.63233
2024-01-05T16:30:00+00:00,4.451075
2024-01-05T16:45:00+00:00,3.404225
2024-01-05T17:00:00+00:00,4.439501
2024-01-05T17:15:00+00:00,3.699243
2024-01-05T17:30:00+00:00,4.459274
2024-01-05T17:45:00+00:00,4.187404
2024-01-05T18:00:00+00:00,5.284409
2024-01-05T18:15:00+00:00,4.620588
2024-01-05T18:30:00+00:00,4.540533
2024-01-05T18:45:00+00:00,3.43545
2024-01-05T19:00:00+00:00,3.497299
2024-01-05T19:15:00+00:00,3.542752
2024-01-05T19:30:00+00:00,3.026741
2024-01-05T19:45:00+00:00,3.212167
2024-01-05T20:00:00+00:00,2.689887
2024-01-05T20:15:00+00:00,3.012153
2024-01-05T20:30:00+00:00,3.459804
2024-01-05T20:45:00+00:00,3.075569
2024-01-05T21:00:00+00:00,2.832875
2024-01-05T21:15:00+00:00,2.885079
2024-01-05T21:30:00+00:00,2.977792
2024-01-05T21:45:00+00:00,2.471426
2024-01-05T22:00:00+00:00,2.866995
2024-01-05T22:15:00+00:00,2.434414
2024-01-05T22:30:00+00:00,2.642747
2024-01-05T22:45:00+00:00,2.644073
2024-01-05T23:00:00+00:00,2.624542
2024-01-05T23:15:00+00:00,2.753183
2024-01-05T23:30:00+00:00,2.873626
2024-01-05T23:45:00+00:00,1.944686
2024-01-06T00:00:00+00:00,1.997854
2024-01-06T00:15:00+00:00,2.22608
2024-01-06T00:30:00+00:00,2.175564
2024-01-06T00:45:00+00:00,1.689091
2024-01-06T01:00:00+00:00,1.70163
2024-01-06T01:15:00+00:00,1.576365
2024-01-06T01:30:00+00:00,1.260609
2024-01-06T01:45:00+00:00,1.171272
2024-01-06T02:00:00+00:00,1.540437
2024-01-06T02:15:00+00:00,1.200328
2024-01-06T02:30:00+00:00,1.146557
2024-01-06T02:45:00+00:00,1.254099
2024-01-06T03:00:00+00:00,1.368152
2024-01-06T03:15:00+00:00,1.019965
2024-01-06T03:30:00+00:00,1.332103
2024-01-06T03:45:00+00:00,1.112558
2024-01-06T04:00:00+00:00,1.161266
2024-01-06T04:15:00+00:00,1.755401
2024-01-06T04:30:00+00:00,1.307871
2024-01-06T04:45:00+00:00,1.175974
2024-01-06T05:00:00+00:00,1.5197
2024-01-06T05:15:00+00:00,2.206308
2024-01-06T05:30:00+00:00,1.778429
2024-01-06T05:45:00+00:00,2.513865
2024-01-06T06:00:00+00:00,2.989246
2024-01-06T06:15:00+00:00,2.483
2024-01-06T06:30:00+00:00,2.806954
2024-01-06T06:45:00+00:00,3.59809
2024-01-06T07:00:00+00:00,4.442877
2024-01-06T07:15:00+00:00,4.833743
2024-01-06T07:30:00+00:00,5.129726
2024-01-06T07:45:00+00:00,4.613836
2024-01-06T08:00:00+00:00,5.538195
2024-01-06T08:15:00+00:00,5.696012
2024-01-06T08:30:00+00:00,5.152513
2024-01-06T08:45:00+00:00,5.256438
2024-01-06T09:00:00+00:00,6.877532
2024-01-06T09:15:00+00:00,6.148606
2024-01-06T09:30:00+00:00,5.772449
2024-01-06T09:45:00+00:00,5.298876
2024-01-06T10:00:00+00:00,5.017602
2024-01-06T10:15:00+00:00,4.753689
2024-01-06T10:30:00+00:00,5.624397
2024-01-06T10:45:00+00:00,6.853178
2024-01-06T11:00:00+00:00,6.36984
2024-01-06T11:15:00+00:00,5.313706
2024-01-06T11:30:00+00:00,4.91645
2024-01-06T11:45:00+00:00,5.443794
2024-01-06T12:00:00+00:00,4.078414
2024-01-06T12:15:00+00:00,4.395617
2024-01-06T12:30:00+00:00,3.641975
2024-01-06T12:45:00+00:00,3.666329
2024-01-06T13:00:00+00:00,3.843798
2024-01-06T13:15:00+00:00,3.757716
2024-01-06T13:30:00+00:00,3.570481
2024-01-06T13:45:00+00:00,3.116078
2024-01-06T14:00:00+00:00,3.288846
2024-01-06T14:15:00+00:00,4.003304
2024-01-06T14:30:00+00:00,4.076606
2024-01-06T14:45:00+00:00,4.133512
2024-01-06T15:00:00+00:00,4.291691
2024-01-06T15:15:00+00:00,3.85694
2024-01-06T15:30:00+00:00,4.061897
2024-01-06T15:45:00+00:00,3.907456
2024-01-06T16:00:00+00:00,3.961106
2024-01-06T16:15:00+00:00,5.121528
2024-01-06T16:30:00+00:00,4.783107
2024-01-06T16:45:00+00:00,4.979986
2024-01-06T17:00:00+00:00,3.396388
2024-01-06T17:15:00+00:00,4.898606
2024-01-06T17:30:00+00:00,4.779731
2024-01-06T17:45:00+00:00,3.991971
2024-01-06T18:00:00+00:00,3.497179
2024-01-06T18:15:00+00:00,2.502653
2024-01-06T18:30:00+00:00,3.130787
2024-01-06T18:45:00+00:00,3.461251
2024-01-06T19:00:00+00:00,2.364366
2024-01-06T19:15:00+00:00,2.626471
2024-01-06T19:30:00+00:00,2.075979
2024-01-06T19:45:00+00:00,2.492766
2024-01-06T20:00:00+00:00,2.852648
2024-01-06T20:15:00+00:00,1.928048
2024-01-06T20:30:00+00:00,2.221499
2024-01-06T20:45:00+00:00,2.198592
2024-01-06T21:00:00+00:00,1.895375
2024-01-06T21:15:00+00:00,1.955657
2024-01-06T21:30:00+00:00,2.009428
2024-01-06T21:45:00+00:00,1.705006
2024-01-06T22:00:00+00:00,1.765288
2024-01-06T22:15:00+00:00,2.09117
2024-01-06T22:30:00+00:00,2.242477
2024-01-06T22:45:00+00:00,2.23886
2024-01-06T23:00:00+00:00,1.571422
2024-01-06T23:15:00+00:00,1.578173
2024-01-06T23:30:00+00:00,1.537543
2024-01-06T23:45:00+00:00,1.319203
2024-01-07T00:00:00+00:00,1.234568
2024-01-07T00:15:00+00:00,0.977768
2024-01-07T00:30:00+00:00,0.893494
2024-01-07T00:45:00+00:00,1.34404
2024-01-07T01:00:00+00:00,0.976201
2024-01-07T01:15:00+00:00,0.868658
2024-01-07T01:30:00+00:00,0.852262
2024-01-07T01:45:00+00:00,0.815128
2024-01-07T02:00:00+00:00,1.134018
2024-01-07T02:15:00+00:00,1.21359
2024-01-07T02:30:00+00:00,0.979697
2024-01-07T02:45:00+00:00,0.927132
2024-01-07T03:00:00+00:00,0.87336
2024-01-07T03:15:00+00:00,0.56942
2024-01-07T03:30:00+00:00,0.943649
2024-01-07T03:45:00+00:00,0.927493
2024-01-07T04:00:00+00:00,0.67202
2024-01-07T04:15:00+00:00,0.59076
2024-01-07T04:30:00+00:00,0.850694
2024-01-07T04:45:00+00:00,1.182605
2024-01-07T05:00:00+00:00,1.332104
2024-01-07T05:15:00+00:00,0.96957
2024-01-07T05:30:00+00:00,1.807485
2024-01-07T05:45:00+00:00,1.581428
2024-01-07T06:00:00+00:00,1.820988
2024-01-07T06:15:00+00:00,1.664497
2024-01-07T06:30:00+00:00,2.5856
2024-01-07T06:45:00+00:00,3.713831
2024-01-07T07:00:00+00:00,3.174551
2024-01-07T07:15:00+00:00,4.662664
2024-01-07T07:30:00+00:00,5.320216
2024-01-07T07:45:00+00:00,4.306158
2024-01-07T08:00:00+00:00,4.931158
2024-01-07T08:15:00+00:00,5.165533
2024-01-07T08:30:00+00:00,7.209804
2024-01-07T08:45:00+00:00,5.294295
2024-01-07T09:00:00+00:00,5.720607
2024-01-07T09:15:00+00:00,4.532576
2024-01-07T09:30:00+00:00,5.266445
2024-01-07T09:45:00+00:00,5.437524
2024-01-07T10:00:00+00:00,5.531684
2024-01-07T10:15:00+00:00,4.711372
2024-01-07T10:30:00+00:00,5.181809
2024-01-07T10:45:00+00:00,5.328535
2024-01-07T11:00:00+00:00,6.071928
2024-01-07T11:15:00+00:00,4.874252
2024-01-07T11:30:00+00:00,4.820602
2024-01-07T11:45:00+00:00,5.123336
2024-01-07T12:00:00+00:00,4.735966
2024-01-07T12:15:00+00:00,4.237799
2024-01-07T12:30:00+00:00,3.498746
2024-01-07T12:45:00+00:00,4.189091
2024-01-07T13:00:00+00:00,2.924142
2024-01-07T13:15:00+00:00,4.188971
2024-01-07T13:30:00+00:00,3.614487
